id,nombre,apellido,edad,Genero,promedio_estadistica,promedio_matematica,promedio_programacion,promedio_bigdata,promedio_ofimatica,faltas_estadistica,faltas_matematica,faltas_programacion,faltas_bigdata,faltas_ofimatica,estilo_aprendizaje,metodos_estudio,horas_diarias_estudio,participacion_clases,acceso_recursos_tecnologicos,acceso_internet,motivacion_carrera,objetivos_academicos,estres,satisfaccion_ensenanza,actitud_hacia_tecnologia
620,Nessi,Iannazzi,40,Female,3.71,8.99,6.16,4.98,3.89,0.12,0.61,0.43,0.17,0.75,Multimodal,lectura activa,4,true,false,true,true,false,true,false,false
621,Samson,Rudwell,23,Male,6.35,3.79,2.32,2.49,6.14,0.22,0.69,0.12,0.3,0.23,otro,grupos de estudio,1,false,false,true,true,false,true,true,true
622,Chery,Botterill,19,Female,1.79,8.01,1.91,7.39,6.49,0.79,0.02,0.12,0.56,0.84,Multimodal,resúmenes,7,true,true,true,false,false,true,false,true
623,Gilligan,Henden,31,Female,8.53,0.34,0.95,7.31,2.43,0.11,0.48,0.34,0.64,0.34,visual,grupos de estudio,0,false,true,true,false,true,true,true,false
624,Alexi,Dannett,20,Female,9.67,6.0,3.99,2.2,3.86,0.04,0.75,0.11,0.9,0.9,auditivo,Toma de apuntes,5,true,false,false,false,false,true,false,false
625,Rutherford,Paolazzi,19,Male,5.37,4.68,6.65,1.47,0.26,0.22,1.0,0.79,0.01,0.35,kinestésico,autoevaluación y pruebas prácticas,8,true,false,true,true,true,true,false,false
626,Paolina,Boundy,22,Female,5.73,2.09,6.32,7.32,2.99,0.62,0.72,0.1,0.8,0.55,otro,Toma de apuntes,2,false,false,true,false,true,false,false,true
627,King,Lies,32,Male,7.0,4.99,5.78,2.13,5.77,0.24,0.54,0.5,0.18,0.75,auditivo,autoevaluación y pruebas prácticas,0,true,true,true,false,true,true,false,true
628,Denney,Castagnasso,30,Male,5.87,6.55,1.92,0.07,7.71,0.61,0.13,0.46,0.49,0.45,kinestésico,otro,1,false,false,true,true,true,false,false,false
629,Orelle,Wastling,37,Female,1.47,5.43,4.51,7.86,7.86,0.46,0.18,0.38,0.93,0.13,Multimodal,otro,8,false,false,false,true,true,false,true,false
630,Gaylor,Spurnier,33,Male,0.89,5.07,3.48,5.46,7.84,0.62,0.15,0.77,0.56,0.5,auditivo,lectura activa,2,false,true,false,false,true,true,true,false
631,Chrystal,Durnin,38,Female,0.13,8.14,7.62,9.59,6.04,0.02,0.09,0.35,0.77,0.65,Multimodal,grupos de estudio,8,true,false,true,false,true,true,true,false
632,Haslett,Fenelon,31,Male,3.57,9.65,5.16,9.3,3.76,0.69,0.0,0.97,0.33,0.37,auditivo,autoevaluación y pruebas prácticas,8,false,false,false,false,false,true,false,false
633,Tracie,Corssen,40,Female,7.02,1.25,0.51,4.46,8.35,0.7,0.24,0.59,0.67,0.91,otro,técnica Pomodoro,4,true,true,false,true,false,false,true,true
634,Augustin,Paske,23,Male,3.64,1.78,7.37,5.28,4.81,0.44,0.54,0.51,0.21,0.95,visual,enseñanza a otros,3,true,true,true,false,true,false,true,true
635,Casi,Dragonette,25,Female,8.72,5.68,7.83,2.93,2.22,0.04,0.19,0.9,0.46,0.03,kinestésico,mapas mentales,2,true,false,false,true,false,true,true,false
636,Kelila,Dunnett,32,Female,0.17,9.41,4.34,2.96,0.8,0.96,0.54,0.54,0.03,0.78,auditivo,Toma de apuntes,1,true,false,false,true,true,true,true,true
637,Ardella,Crick,18,Female,5.25,7.44,2.48,7.39,5.78,0.96,0.4,0.75,0.97,0.8,Multimodal,mapas mentales,7,false,false,false,true,false,true,true,false
638,Dennis,Hiskey,39,Male,3.97,4.5,3.17,7.4,7.62,0.88,0.97,0.61,0.52,0.17,visual,técnica Pomodoro,3,true,true,true,true,false,false,true,true
639,Barth,Roelvink,22,Male,9.56,3.03,1.65,7.01,8.78,0.34,0.82,0.41,0.88,0.95,kinestésico,lectura activa,3,false,false,false,false,false,true,true,true
640,Heath,Gerholz,28,Male,3.54,3.87,9.0,3.81,4.0,0.18,0.38,0.59,0.35,0.92,Multimodal,Toma de apuntes,6,false,false,false,true,false,false,false,false
641,Ivory,Sorrel,40,Female,0.18,8.57,9.19,9.03,0.39,0.22,0.28,0.86,0.23,0.5,kinestésico,otro,5,true,false,true,false,true,true,true,false
642,Rora,Belfit,26,Female,1.27,0.27,8.62,5.88,8.4,0.33,0.32,0.46,0.24,0.63,kinestésico,enseñanza a otros,4,true,false,true,true,true,true,true,true
643,Hyacinth,Brammer,29,Female,9.78,0.83,0.91,0.64,2.29,0.22,0.33,0.82,0.38,0.42,kinestésico,lectura activa,8,true,false,false,false,false,true,true,true
644,Keely,Kirgan,22,Female,9.94,3.22,4.83,0.88,8.96,0.05,0.53,0.06,0.04,0.3,visual,técnica Pomodoro,6,false,false,true,true,false,true,false,false
645,Annabell,Dybell,22,Female,1.86,2.68,1.35,0.68,5.94,0.54,0.33,0.51,0.37,0.06,auditivo,lectura activa,2,false,true,true,true,false,true,true,true
646,Quintina,Wotherspoon,19,Female,3.17,6.75,9.95,0.95,3.75,0.49,0.72,0.56,0.88,0.01,auditivo,Toma de apuntes,6,true,true,true,true,true,false,true,false
647,Ginni,Burdoun,39,Female,5.16,9.56,6.21,7.64,3.12,0.63,0.76,0.52,0.53,0.9,kinestésico,grupos de estudio,7,true,false,true,false,true,true,false,false
648,Hyacinthie,Ciccotti,18,Female,1.72,0.41,8.74,7.74,6.68,0.19,0.72,0.0,0.2,0.47,visual,mapas mentales,7,false,true,true,false,false,true,true,false
649,Hilda,Duckers,18,Female,8.35,4.44,6.6,5.14,8.04,0.22,0.58,0.68,0.88,0.84,visual,Toma de apuntes,5,true,false,false,false,false,true,false,false
650,Rudyard,Bendixen,25,Male,1.86,9.94,0.58,0.5,1.41,0.41,0.94,0.38,0.2,0.0,Multimodal,técnica Pomodoro,0,false,false,false,false,true,false,true,true
651,Zola,McPhelim,21,Female,6.07,1.64,5.1,4.42,4.73,0.24,0.31,0.89,0.9,0.15,auditivo,flashcards,5,true,false,false,true,false,true,false,true
652,Cosimo,Filipychev,37,Male,1.87,9.11,4.59,7.8,8.91,0.66,0.11,0.64,0.95,0.64,visual,flashcards,3,false,true,true,true,true,true,false,true
653,Giorgi,O'Collopy,36,Male,1.99,3.91,1.14,3.8,1.95,0.14,0.42,0.21,0.08,0.88,Lectura/Escritura,flashcards,8,true,false,false,false,false,false,false,false
654,Theresita,Esberger,22,Female,2.52,7.08,7.0,5.02,5.55,0.87,0.71,0.96,0.48,0.44,visual,enseñanza a otros,2,true,false,true,false,true,false,false,false
655,Edvard,Weld,30,Male,7.91,1.3,1.96,1.17,2.25,0.18,0.33,0.76,0.7,0.26,kinestésico,Toma de apuntes,5,true,true,false,true,false,false,true,false
656,Obadiah,Greneham,26,Male,6.32,2.86,2.75,8.16,8.65,0.56,0.82,0.29,0.68,0.45,auditivo,técnica Pomodoro,2,true,false,true,false,true,false,false,true
657,Amity,Hebden,22,Female,8.03,4.8,2.88,7.46,7.84,0.72,0.35,0.68,0.58,0.68,auditivo,mapas mentales,5,false,false,true,false,false,true,true,true
658,Wallis,Allenby,37,Male,2.88,1.2,0.24,0.56,1.64,0.01,0.78,0.25,0.34,0.44,Lectura/Escritura,Toma de apuntes,2,true,false,false,false,false,false,false,false
659,Darlleen,Kristof,28,Female,0.77,1.67,9.31,3.48,5.28,0.76,0.88,0.73,0.58,0.54,visual,mapas mentales,6,false,false,true,false,false,false,true,true
660,Beckie,Suart,40,Female,9.11,3.63,4.3,2.19,4.06,0.21,0.71,0.6,0.68,0.02,auditivo,grupos de estudio,1,true,false,true,true,true,false,false,true
661,Pietra,Hazeldean,38,Female,0.14,4.81,9.39,9.39,0.86,0.59,0.67,0.03,0.68,0.45,Lectura/Escritura,grupos de estudio,7,true,false,true,true,true,false,true,true
662,Kylen,Lattey,40,Female,4.91,7.82,4.67,8.21,8.43,0.34,0.96,0.82,0.94,0.23,otro,lectura activa,4,true,true,true,false,false,true,true,false
663,Angelico,Venus,39,Male,6.01,0.62,7.72,4.81,2.58,0.44,0.49,0.23,0.6,0.11,Multimodal,Toma de apuntes,4,true,true,true,false,false,true,true,true
664,Rennie,Hamments,26,Female,8.81,4.78,3.09,1.12,5.29,0.14,0.94,0.3,0.1,0.11,kinestésico,otro,2,true,true,false,true,false,false,false,true
665,Kyle,Merigeau,29,Male,2.14,5.79,3.89,2.96,9.79,0.96,0.69,0.91,0.79,0.16,visual,lectura activa,8,true,true,false,true,true,false,false,false
666,Shannon,Fowlie,31,Male,8.05,6.75,10.0,5.61,2.71,0.22,0.83,0.94,0.69,0.68,Multimodal,Toma de apuntes,2,true,false,true,true,false,false,false,true
667,Claretta,Claiton,29,Female,6.29,0.91,2.73,5.79,7.14,0.39,0.3,0.89,0.79,0.85,auditivo,flashcards,6,true,true,true,false,false,false,true,true
668,Pall,Cantu,19,Male,4.34,1.65,7.56,0.65,6.21,0.07,0.06,0.95,0.67,0.37,Multimodal,flashcards,0,true,true,true,false,true,false,false,false
669,Lindsey,Petlyura,29,Male,2.3,0.62,4.57,6.27,4.77,0.17,0.44,0.18,0.07,0.79,auditivo,uso de tecnología,1,true,false,false,true,false,false,false,true
670,Gabriellia,Pedrozzi,22,Female,6.0,8.01,4.59,5.75,4.89,0.56,0.27,0.07,0.17,0.4,otro,grupos de estudio,5,true,true,false,false,true,false,true,false
671,Blaine,Lathaye,31,Male,4.94,1.41,1.5,5.39,9.16,0.13,0.74,0.56,0.16,0.34,otro,lectura activa,0,false,false,false,true,true,false,false,false
672,Merwin,O'Neal,28,Male,4.84,3.38,6.23,9.0,5.98,0.53,0.69,0.99,0.38,0.86,Lectura/Escritura,resúmenes,2,true,true,false,true,true,true,false,true
673,Cosmo,Fantini,29,Male,0.75,0.12,6.12,8.77,8.17,0.84,0.36,0.9,0.57,0.87,kinestésico,resúmenes,1,false,true,true,true,true,true,true,false
674,Wayland,McMonnies,18,Male,7.46,3.08,4.18,7.46,1.23,0.78,0.31,0.55,0.23,0.69,Lectura/Escritura,lectura activa,1,false,true,false,false,true,true,false,false
675,Mala,Dudleston,27,Female,7.71,1.53,1.16,4.15,9.11,0.2,0.74,0.68,0.65,0.39,kinestésico,flashcards,6,true,true,false,true,true,false,true,true
676,Ches,Roxby,33,Male,9.52,8.95,5.36,0.63,8.75,0.93,0.31,0.9,0.17,0.84,auditivo,enseñanza a otros,7,false,true,true,true,true,true,true,false
677,Fernanda,Irwin,34,Female,2.01,0.44,6.94,1.45,3.54,0.91,0.39,0.94,0.48,0.19,auditivo,grupos de estudio,7,true,false,false,true,false,false,true,false
678,Butch,O'Curran,29,Male,8.17,4.66,5.53,6.49,0.08,0.52,0.67,0.84,0.9,0.46,auditivo,uso de tecnología,1,false,false,true,true,true,true,false,true
679,Sibilla,Amy,18,Female,4.95,3.24,5.29,9.36,3.74,0.49,0.33,0.56,0.49,0.19,kinestésico,lectura activa,8,false,true,true,false,true,false,true,false
680,Viv,Snowding,34,Female,3.35,0.16,9.66,8.21,8.07,0.61,0.61,0.75,0.96,0.58,kinestésico,técnica Pomodoro,7,false,false,false,false,false,false,true,false
681,Rodney,Eldred,37,Male,6.21,5.55,2.19,5.68,0.3,0.43,0.36,0.18,0.49,0.18,auditivo,técnica Pomodoro,5,true,true,false,false,true,false,false,false
682,Reinaldos,Olifaunt,25,Male,6.96,4.66,9.06,2.46,4.31,0.3,0.42,0.92,0.56,0.67,kinestésico,enseñanza a otros,8,true,false,false,true,true,true,true,true
683,Stevie,Dowtry,39,Male,6.91,4.66,9.38,7.61,5.96,0.89,0.44,0.13,0.41,0.89,kinestésico,flashcards,3,false,true,true,false,true,false,true,true
684,Elvin,Mikalski,19,Male,3.25,4.84,4.36,9.56,7.4,0.3,0.86,0.51,0.83,0.83,auditivo,uso de tecnología,5,false,true,false,true,false,false,false,true
685,Peria,Panton,40,Female,4.59,5.15,9.29,7.03,2.16,0.59,0.45,0.91,0.21,0.04,visual,uso de tecnología,7,true,true,false,true,true,false,false,false
686,Otis,Kedge,27,Male,4.26,8.75,7.18,6.14,4.42,0.16,0.53,0.81,0.5,0.25,visual,flashcards,8,true,false,true,true,false,false,true,false
687,Aldis,Culpan,21,Male,0.67,1.51,8.2,6.38,4.13,0.67,0.84,0.94,0.16,0.81,otro,uso de tecnología,3,false,true,false,false,true,false,false,true
688,Lambert,MacCaughan,29,Male,1.17,4.23,6.21,0.36,0.26,0.75,0.56,0.5,0.54,0.36,visual,enseñanza a otros,0,false,false,true,true,true,false,false,false
689,Paula,Wybrow,19,Female,9.64,9.81,8.79,0.41,2.23,0.7,0.62,0.81,0.44,0.71,Multimodal,grupos de estudio,7,true,false,false,false,true,true,true,false
690,Collette,Brusin,35,Female,7.47,6.14,6.19,8.22,4.9,0.44,0.24,0.16,0.91,0.19,Multimodal,uso de tecnología,7,false,true,false,true,false,false,true,true
691,Ravid,Suston,29,Male,8.51,2.14,0.94,9.65,1.8,0.58,0.54,0.16,0.81,0.49,visual,enseñanza a otros,5,false,true,false,false,true,true,true,false
692,Wait,Pflieger,25,Male,8.32,2.51,7.84,2.21,7.92,0.72,0.83,0.49,0.75,0.62,kinestésico,otro,3,true,false,false,false,false,false,true,true
693,Clevey,Wardingley,36,Male,1.64,9.62,6.39,1.39,2.85,0.22,0.91,0.54,0.67,0.61,otro,grupos de estudio,4,true,false,true,false,true,false,false,false
694,Gun,Hartnell,33,Male,6.65,0.18,5.23,3.82,6.81,0.24,0.72,0.23,0.22,0.16,Lectura/Escritura,enseñanza a otros,2,true,false,false,true,true,false,false,true
695,Molly,Crowthe,27,Female,3.21,8.55,8.47,7.79,3.09,0.35,0.17,0.15,0.5,0.52,otro,enseñanza a otros,6,false,false,true,false,true,true,true,true
696,Isis,Trudgeon,19,Female,4.54,2.41,8.76,9.31,8.58,0.73,0.56,0.49,0.38,0.48,kinestésico,autoevaluación y pruebas prácticas,4,true,false,true,true,false,false,false,false
697,Dale,Dawson,31,Female,8.9,0.58,0.81,2.1,9.89,0.74,0.82,0.21,0.34,0.79,Lectura/Escritura,resúmenes,8,true,true,false,false,true,true,true,false
698,Orson,Taleworth,36,Male,2.95,0.44,8.63,8.89,4.39,0.21,0.74,0.51,0.59,0.77,otro,Toma de apuntes,8,true,false,true,false,true,false,false,false
699,Olva,Jerger,24,Female,7.02,3.13,7.81,8.49,1.33,0.63,0.57,0.42,0.56,0.74,auditivo,Toma de apuntes,1,true,false,true,false,true,false,true,true
700,Shermy,Lobbe,40,Male,3.74,7.05,7.86,2.36,3.25,0.93,0.1,0.51,0.64,0.5,Lectura/Escritura,enseñanza a otros,3,false,true,true,false,false,true,false,false
701,Remus,Shawdforth,31,Male,3.8,0.89,4.16,5.14,6.09,0.33,0.33,0.35,0.07,0.17,auditivo,flashcards,1,true,false,true,true,false,false,false,true
702,Larina,Vossgen,36,Female,8.34,5.18,1.56,6.61,3.98,0.38,0.61,0.83,0.21,0.42,visual,uso de tecnología,4,false,false,true,false,false,true,false,true
703,Waldo,Vanyushin,36,Male,4.1,7.69,0.13,6.35,2.17,0.66,0.27,0.86,0.05,0.98,Lectura/Escritura,lectura activa,5,false,true,false,true,false,true,false,false
704,Rosalynd,Hallen,34,Female,7.8,0.98,9.12,5.65,5.64,0.73,0.87,0.12,0.2,0.46,kinestésico,Toma de apuntes,8,false,true,false,true,true,false,false,true
705,Dmitri,Spoerl,36,Male,5.18,2.81,7.94,6.18,7.98,0.15,0.48,0.36,0.5,0.11,kinestésico,mapas mentales,1,false,false,false,false,false,false,false,true
706,Lois,Issac,18,Female,7.66,2.33,6.43,8.99,6.18,0.22,0.11,0.82,0.66,0.31,kinestésico,mapas mentales,3,false,true,false,false,false,true,false,true
707,Elia,Wiggam,25,Male,4.73,8.61,4.33,3.95,9.65,0.63,0.58,0.92,0.99,0.27,Multimodal,enseñanza a otros,2,true,false,false,false,true,true,true,true
708,Laryssa,Fridlington,18,Female,4.23,8.01,4.53,9.87,0.36,0.7,0.76,0.93,0.09,0.5,auditivo,Toma de apuntes,5,false,true,true,false,false,false,false,true
709,Ellsworth,Saggs,29,Male,0.47,8.42,3.81,1.06,6.0,0.13,0.06,0.26,0.27,0.15,auditivo,resúmenes,8,true,true,true,true,true,true,false,false
710,Gwenny,Gheorghie,34,Female,7.94,4.34,3.74,8.05,3.6,0.65,0.93,0.95,0.46,0.12,kinestésico,enseñanza a otros,4,false,false,false,false,true,false,false,false
711,Verge,Hindenburg,24,Male,7.62,7.64,5.87,4.99,5.55,0.85,0.23,0.21,0.04,0.1,Lectura/Escritura,resúmenes,0,false,false,false,true,false,false,false,true
712,Brant,Gellately,36,Male,9.72,1.99,1.64,7.24,5.59,0.06,0.6,0.31,0.61,0.34,Multimodal,mapas mentales,3,false,false,true,false,false,true,false,true
713,Crissie,Kernan,36,Female,5.23,4.8,1.39,7.51,9.0,0.18,0.83,0.72,0.56,0.58,auditivo,enseñanza a otros,2,true,false,true,true,false,true,false,false
714,Abbi,Roarty,28,Female,5.45,0.38,4.25,1.13,4.67,0.39,0.89,0.99,0.91,0.91,Multimodal,técnica Pomodoro,8,false,false,false,false,true,false,true,false
715,Grace,Henrot,22,Female,1.12,9.41,0.91,5.21,7.27,0.89,0.42,0.79,0.81,0.88,visual,enseñanza a otros,2,false,false,true,true,true,false,true,true
716,Morena,Dinsale,35,Female,8.12,2.13,1.52,8.47,5.63,0.61,0.25,0.48,0.41,0.98,otro,resúmenes,6,true,false,false,true,true,false,false,false
717,Shay,Righy,19,Male,0.22,7.48,3.47,0.47,5.38,0.47,0.89,0.38,0.22,0.16,Multimodal,enseñanza a otros,1,false,true,true,false,false,false,false,true
718,Idette,Onians,40,Female,5.87,3.82,7.39,2.69,5.83,0.24,0.21,0.52,0.09,0.83,Lectura/Escritura,enseñanza a otros,2,true,false,false,false,false,false,false,true
719,Archer,Monini,26,Male,6.45,2.59,3.14,6.67,4.26,0.09,0.49,0.75,0.61,0.48,Multimodal,enseñanza a otros,2,false,false,false,false,true,true,true,true
720,Gretel,Baleine,27,Female,7.83,8.65,6.69,2.9,9.4,0.92,0.68,0.23,0.21,0.34,visual,resúmenes,0,false,false,true,false,true,true,true,true
721,Claudine,Kik,26,Female,1.08,0.84,1.5,0.91,5.22,0.32,0.17,0.28,0.04,0.8,auditivo,uso de tecnología,0,false,true,false,true,false,true,true,false
722,Martainn,Haxley,34,Male,2.76,9.68,2.08,1.51,8.16,0.83,0.28,0.19,0.11,0.21,otro,otro,7,false,false,true,false,false,false,true,true
723,Freeman,Kembry,35,Male,5.0,8.02,2.35,6.12,1.72,0.17,0.78,0.29,0.66,0.36,visual,mapas mentales,1,true,false,true,true,false,true,true,true
724,Ab,Hehl,18,Male,4.03,4.91,5.64,3.18,1.5,0.52,0.1,0.18,0.58,0.12,visual,resúmenes,1,false,false,false,false,true,true,true,false
725,Shepard,Edyson,24,Male,6.35,8.01,1.22,2.82,3.36,0.63,0.7,0.29,0.47,0.13,Lectura/Escritura,lectura activa,8,true,true,true,false,true,true,true,true
726,Allianora,Ahrend,27,Female,0.7,6.11,6.19,5.16,5.09,0.53,0.52,0.05,0.08,0.1,visual,mapas mentales,2,false,false,false,false,true,false,false,false
727,Tiphani,Durman,34,Female,4.9,6.58,5.35,5.3,8.49,0.6,0.32,0.16,0.98,0.65,auditivo,enseñanza a otros,2,true,true,true,false,true,false,false,false
728,Ty,Heakins,25,Male,1.62,5.06,9.51,0.26,9.54,0.97,0.37,0.76,0.84,0.66,otro,otro,3,true,false,true,true,false,false,false,false
729,Miguela,Ferraraccio,38,Female,6.76,5.05,5.23,6.81,8.73,0.38,0.17,0.65,0.47,0.43,Multimodal,Toma de apuntes,0,true,false,false,true,true,false,true,false
730,Catie,Clover,37,Female,6.67,9.42,5.24,9.54,3.44,0.05,0.89,0.42,0.03,0.67,otro,lectura activa,1,false,false,false,true,true,true,false,false
731,Gilemette,Cornall,36,Female,3.84,2.08,0.19,4.44,3.85,0.86,0.06,0.49,0.44,0.02,kinestésico,flashcards,8,false,true,true,true,true,false,true,false
732,Beatrice,Persian,26,Female,5.14,3.25,3.29,3.91,1.11,0.62,0.24,0.14,0.33,0.2,Lectura/Escritura,enseñanza a otros,5,false,true,true,true,true,true,false,true
733,Eartha,Dhenin,35,Female,5.11,7.68,8.27,0.55,3.78,0.15,0.63,0.56,0.44,0.27,visual,resúmenes,2,false,false,false,true,true,false,true,false
734,Roderich,Pirie,33,Male,0.28,4.7,5.2,5.23,4.83,0.79,0.97,0.76,0.41,0.37,otro,otro,0,true,false,true,true,true,false,true,false
735,Rogerio,Hele,27,Male,0.1,9.41,5.61,5.53,8.28,0.6,0.17,0.81,0.36,0.4,Lectura/Escritura,mapas mentales,6,true,false,true,false,true,true,true,true
736,Gretal,Lally,33,Female,7.74,9.05,6.5,3.93,0.77,0.26,0.59,0.08,0.61,0.76,otro,resúmenes,6,false,false,false,false,true,false,false,false
737,Giustino,Burnhams,40,Male,7.3,0.07,3.07,3.74,6.01,0.19,0.78,0.95,0.37,0.65,kinestésico,uso de tecnología,5,false,false,true,false,false,false,true,false
738,Lanie,Barme,33,Male,3.56,6.6,4.62,5.81,5.4,0.81,0.57,0.81,0.06,0.39,Multimodal,grupos de estudio,6,true,false,true,false,false,true,true,true
739,Joyann,Keepence,27,Female,1.44,4.44,3.33,8.18,5.72,0.85,0.36,0.13,0.49,0.86,otro,Toma de apuntes,1,false,false,false,false,false,true,true,false
740,Ber,Clohissy,27,Male,4.89,0.87,6.15,8.35,6.84,0.3,0.2,0.32,0.41,0.73,visual,resúmenes,6,true,true,false,true,false,true,true,true
741,Phedra,Gribben,36,Female,9.89,1.71,0.81,9.37,9.82,0.65,0.17,0.29,0.57,0.89,Multimodal,lectura activa,1,false,true,false,true,false,true,false,false
742,Kaiser,Derr,30,Male,6.68,4.05,2.84,0.66,3.68,0.49,0.57,0.6,0.68,0.63,Multimodal,Toma de apuntes,5,true,false,false,false,true,true,false,false
743,Licha,Naseby,30,Female,3.33,8.56,4.52,4.44,3.94,0.65,0.99,0.4,0.13,0.61,auditivo,enseñanza a otros,1,true,false,false,true,false,false,false,false
744,Fidel,Penreth,22,Male,9.68,9.51,7.0,0.96,3.7,0.87,0.8,0.08,0.72,0.74,auditivo,otro,5,true,false,true,false,true,false,false,false
745,Delinda,Popley,24,Female,1.06,1.01,4.26,3.09,9.43,0.72,0.98,0.97,0.18,0.45,otro,grupos de estudio,8,false,true,true,false,true,false,false,false
746,Deina,Atkins,23,Female,1.65,4.06,8.26,7.88,3.63,0.08,0.12,0.48,0.05,0.33,Multimodal,técnica Pomodoro,1,true,true,true,false,false,true,false,false
747,Rycca,Atyeo,20,Female,3.88,0.9,7.68,9.26,1.65,0.66,0.57,0.6,0.3,0.21,Multimodal,uso de tecnología,0,true,true,true,false,false,true,true,true
748,Meggy,Pautot,38,Female,2.28,3.44,5.37,4.48,7.92,0.09,0.39,0.95,0.07,0.0,otro,otro,1,true,false,false,false,true,false,false,false
749,Simonette,Beecker,30,Female,5.85,8.08,9.63,9.03,9.46,0.3,0.9,0.18,0.63,0.86,kinestésico,Toma de apuntes,1,true,false,true,true,false,true,true,true
750,Nealson,L' Estrange,37,Male,9.4,8.49,5.04,9.1,7.66,0.31,0.45,0.15,0.4,0.6,visual,mapas mentales,8,false,false,false,false,true,false,true,true
751,Jolyn,Risely,27,Female,7.85,1.28,4.4,2.21,5.05,0.36,0.72,0.04,0.54,0.61,auditivo,uso de tecnología,7,false,false,true,true,true,true,true,true
752,Ches,Saxon,26,Male,2.29,3.85,5.96,0.14,0.57,0.73,0.49,0.4,0.19,0.73,otro,otro,7,false,false,true,false,false,false,false,true
753,Thomasa,Bygreaves,32,Female,2.05,2.07,4.04,9.06,7.15,0.14,0.15,0.55,0.31,0.13,auditivo,lectura activa,6,true,false,false,true,true,false,true,false
754,Baily,Strand,38,Male,4.54,3.25,4.91,6.97,0.2,0.82,0.92,0.79,0.86,0.7,Multimodal,Toma de apuntes,1,true,true,false,true,true,true,false,true
755,Robinett,Salvidge,31,Female,2.79,0.23,7.63,5.0,7.6,0.86,0.42,0.74,0.34,0.06,visual,grupos de estudio,1,true,false,false,false,false,true,false,false
756,Pernell,Giacobazzi,27,Male,9.78,8.94,9.38,5.61,5.84,0.63,0.7,0.84,0.55,0.82,auditivo,Toma de apuntes,2,false,true,true,false,false,false,true,true
757,Garrick,Loughran,25,Male,7.46,8.28,6.38,5.44,4.68,0.89,0.06,0.38,0.81,0.14,Multimodal,otro,0,true,false,true,false,false,false,false,false
758,Eugenio,Robillart,27,Male,5.77,0.94,3.04,1.47,7.64,0.4,0.49,0.16,0.92,0.04,kinestésico,otro,2,true,true,true,false,true,false,true,false
759,Linoel,Ridsdole,23,Male,8.33,9.31,4.72,6.93,3.62,0.57,0.93,0.85,0.32,0.45,auditivo,enseñanza a otros,2,true,true,false,true,false,false,true,false
760,Clio,Balsom,19,Female,7.2,7.47,5.9,4.05,3.6,0.4,0.57,0.16,0.13,0.83,visual,uso de tecnología,0,false,true,true,false,false,false,false,false
761,Martainn,Hakeworth,25,Male,8.94,8.08,1.48,8.04,8.08,0.31,0.35,0.54,0.98,0.41,otro,flashcards,5,false,false,false,true,true,false,true,false
762,Dyanna,Reisenstein,35,Female,1.64,8.31,6.02,5.34,3.62,0.81,0.88,0.42,0.97,0.14,otro,resúmenes,6,true,true,false,false,true,false,false,false
763,Lek,Haighton,39,Male,3.13,6.13,7.81,1.57,7.24,0.91,0.09,0.23,0.7,0.36,Multimodal,Toma de apuntes,6,false,true,false,true,false,false,false,false
764,Maighdiln,Gaskamp,27,Female,4.63,2.3,1.46,8.09,7.43,0.67,0.61,0.86,0.48,0.55,kinestésico,técnica Pomodoro,6,false,false,false,true,true,true,false,false
765,Mark,Lear,37,Male,1.69,5.24,6.99,7.37,9.13,0.44,0.98,0.15,0.81,0.6,kinestésico,lectura activa,8,false,false,false,false,true,true,false,false
766,Ham,Drakes,25,Male,4.92,6.36,6.78,2.96,6.17,0.75,0.52,0.57,0.5,0.59,Multimodal,lectura activa,5,false,true,true,false,false,false,true,true
767,Hashim,Nassy,30,Male,7.95,3.92,3.01,4.87,3.59,0.87,0.77,0.2,0.84,0.45,Multimodal,Toma de apuntes,1,false,true,true,true,false,false,true,true
768,Silvano,Clutterham,28,Male,0.73,7.78,0.61,3.28,2.8,0.17,0.74,0.98,0.48,0.87,visual,resúmenes,1,false,false,false,false,true,false,true,false
769,Deborah,Lumsdall,20,Female,6.27,4.94,2.28,9.98,1.21,0.02,0.47,0.64,0.34,0.21,Lectura/Escritura,Toma de apuntes,3,false,false,false,false,true,false,true,true
770,Gabie,Bloxsom,21,Female,5.66,6.56,7.28,8.27,5.5,0.89,1.0,0.19,0.35,0.43,Multimodal,mapas mentales,1,true,true,true,false,true,true,true,false
771,Waring,Bridgement,39,Male,0.54,6.0,8.07,0.08,8.49,0.78,0.41,0.23,0.57,0.28,visual,lectura activa,6,true,false,false,false,false,true,false,false
772,Leela,Beal,29,Female,9.76,4.05,6.76,0.82,0.73,0.19,0.02,0.68,0.02,0.64,Lectura/Escritura,flashcards,1,false,false,true,false,false,true,false,false
773,Huey,Harnor,36,Male,8.25,3.86,7.83,1.47,9.99,0.53,0.35,0.69,0.09,0.3,visual,enseñanza a otros,4,false,true,false,false,false,false,true,true
774,Dorrie,Phare,22,Female,7.93,4.65,6.88,5.34,6.9,0.67,0.29,0.8,0.84,0.77,Multimodal,flashcards,4,false,true,false,true,true,false,true,true
775,Aluin,Hardy,23,Male,6.34,0.99,6.69,3.58,2.8,0.46,0.08,0.59,0.21,0.78,Lectura/Escritura,flashcards,1,true,false,true,true,false,true,false,false
